Timestamp,Reporting Entity,Reporting User,Platform,URL,Report Type,Screenshot URL,Answer Date,Platform Decision,Policy,Appeal
1/3/2023 16:43,VOST Europe,Catherine Brown,TikTok,https://tiktok.com/05ca4a35-30c1-4e91-9f5d-debc63a6dd91,Illegal Content,https://www.google.com/,1/14/2023 16:43,Removed,Policy X,No
1/5/2023 4:22,VOST Europe,Kelly Robinson,Google,https://google.com/7f010735-239e-4f96-b86f-3588ceccda6d,Disinformation,https://www.google.com/,1/21/2023 4:22,No Action,Policy Z,Yes
1/6/2023 6:28,VOST Europe,Rachel French,Bing,https://bing.com/d5eea34e-b961-4b79-ac00-2c7edf3bd336,Platform Manipulation,https://www.google.com/,1/14/2023 6:28,Demoted,Policy Z,No
1/7/2023 8:16,VOST Europe,Cathy Rodriguez,Google,https://google.com/8926537a-23a7-415c-beae-e154c73b439c,Disinformation,,,,,
1/7/2023 9:38,VOST Europe,Michael Moreno,Facebook,https://facebook.com/3714c43e-a832-4951-a7eb-a4bdc6f848a0,Platform Manipulation,https://www.google.com/,1/9/2023 9:38,Removed,Policy W,No
1/12/2023 11:12,VOST Europe,Lucas Mason,Bing,https://bing.com/51a36745-0d01-4354-9301-f7ad832b1809,Illegal Content,https://www.google.com/,1/22/2023 11:12,No Action,Policy Y,No
1/20/2023 18:05,VOST Europe,Amy Alexander,Instagram,https://instagram.com/e8855266-a504-446f-bc49-325f95d73912,Illegal Content,https://www.google.com/,1/29/2023 18:05,Demoted,Policy X,No
1/29/2023 18:29,VOST Europe,Thomas Russell,YouTube,https://youtube.com/84090e5d-ecf2-40ff-9a9e-ff23ed36f96e,Illegal Content,https://www.google.com/,2/24/2023 18:29,Demoted,Policy X,No
1/30/2023 15:59,VOST Europe,Lisa Chavez,Google,https://google.com/c61de233-4605-4d6f-a794-072933547bfa,Disinformation,https://www.google.com/,2/28/2023 15:59,Demoted,Policy X,No
2/11/2023 11:16,VOST Europe,Melissa Jones,Google,https://google.com/78770caa-8187-40a2-819a-56e07e30efbb,Platform Manipulation,https://www.google.com/,3/9/2023 11:16,Demoted,Policy Y,No
2/14/2023 5:28,VOST Europe,Edgar White,LinkedIn,https://linkedin.com/01c6cb40-af71-4fed-bd28-243fc596dd92,Platform Manipulation,,,,,
2/16/2023 19:45,VOST Europe,Matthew Johnson,LinkedIn,https://linkedin.com/55e27765-8e74-443c-871f-10d57afd80dd,DSA,,,,,
2/17/2023 20:28,VOST Europe,Alicia Mills,WhatsApp,https://whatsapp.com/2a2c0f0b-de72-42f8-9fd8-8f412c1514af,Platform Manipulation,https://www.google.com/,3/4/2023 20:28,No Action,Policy Y,No
2/18/2023 6:49,VOST Europe,Mary Koch,Bing,https://bing.com/d77904d9-4478-44ce-8175-88664201c356,Disinformation,https://www.google.com/,3/1/2023 6:49,No Action,Policy Y,Yes
3/8/2023 15:48,VOST Europe,Kyle Everett,Bing,https://bing.com/cacb5bd3-9831-4a6a-b770-a651ed78c6f7,Illegal Content,,,,,
3/10/2023 13:08,VOST Europe,Matthew Abbott,Google,https://google.com/bd76dec5-d520-4ec3-ba5d-69a6eab3182a,Disinformation,https://www.google.com/,3/24/2023 13:08,Demoted,Policy X,No
3/14/2023 17:19,VOST Europe,Amanda Rogers,WhatsApp,https://whatsapp.com/844930e4-2be1-42e0-bacf-2cbeb33e23ed,Spam,https://www.google.com/,4/13/2023 17:19,Demoted,Policy Y,No
3/18/2023 9:27,VOST Europe,Adam White,Facebook,https://facebook.com/0111d5d7-47f0-4d10-9a30-069601944678,DSA,https://www.google.com/,4/4/2023 9:27,Demoted,Policy X,No
3/21/2023 8:49,VOST Europe,Ana Ward,LinkedIn,https://linkedin.com/ba9cfa6a-ec91-4fd5-a9ba-b92fcd60b464,Platform Manipulation,https://www.google.com/,3/23/2023 8:49,Removed,Policy Z,No
3/21/2023 11:10,VOST Europe,Victoria James,Bing,https://bing.com/0bb1a599-921e-4f50-82d8-c98b8b417eac,Illegal Content,https://www.google.com/,4/17/2023 11:10,Demoted,Policy Y,No
3/23/2023 21:46,VOST Europe,Daniel Mccoy,Facebook,https://facebook.com/574ab327-7edc-4afa-97e2-3f0b2873ebc8,Illegal Content,,,,,
3/26/2023 2:45,VOST Europe,Cheryl Lawrence,WhatsApp,https://whatsapp.com/d59adb7c-c596-4b1c-8b58-5a972c6b2ece,Illegal Content,https://www.google.com/,4/17/2023 2:45,Removed,Policy Y,No
3/27/2023 19:56,VOST Europe,Christina Griffith,Instagram,https://instagram.com/6e90db23-4b75-4e49-8f62-f3395814e40b,Illegal Content,,,,,
3/30/2023 17:38,VOST Europe,Amy Dunn,YouTube,https://youtube.com/9c4bce1d-2cea-4b54-ab40-ea31a8242128,Illegal Content,https://www.google.com/,4/10/2023 17:38,Demoted,Policy Y,No
4/2/2023 21:17,VOST Europe,Samuel Hansen DDS,WhatsApp,https://whatsapp.com/009ba8f6-acb5-494d-a1fe-03bd5d0f5a05,Spam,https://www.google.com/,4/3/2023 21:17,No Action,Policy X,No
4/8/2023 18:18,VOST Europe,Suzanne Walker,YouTube,https://youtube.com/e540318f-62dd-496e-974a-3d73ab42e3da,Disinformation,https://www.google.com/,5/8/2023 18:18,Demoted,Policy Z,No
4/8/2023 20:07,VOST Europe,Danielle Hall,TikTok,https://tiktok.com/e06638fb-cf61-4ab5-878e-ccc445c360a8,Spam,,,,,
4/17/2023 16:56,VOST Europe,David Gallagher,Bing,https://bing.com/c6298f20-5548-4378-b438-e4aae44b99b3,Illegal Content,https://www.google.com/,4/25/2023 16:56,Demoted,Policy X,No
4/21/2023 1:52,VOST Europe,Connor Townsend,YouTube,https://youtube.com/d92dc173-b16d-4b36-bac2-087db7bd8d87,DSA,,,,,
4/26/2023 23:42,VOST Europe,Carrie Schneider,Google,https://google.com/0772f245-c902-4f05-8acd-dcd7fa79457a,Illegal Content,https://www.google.com/,5/25/2023 23:42,No Action,Policy Z,No
4/27/2023 0:09,VOST Europe,Bryan Pratt,YouTube,https://youtube.com/db4a0df8-8e5a-4ea7-8aa7-1951ff14f246,Disinformation,,,,,
4/30/2023 2:02,VOST Europe,Ethan Peck,WhatsApp,https://whatsapp.com/eb8302cb-1c15-45d9-af9a-13e93cab5f5d,Spam,,,,,
5/2/2023 11:23,VOST Europe,Randy Neal,Facebook,https://facebook.com/3f54af35-66f7-4dde-93d7-83ae61c70437,Spam,https://www.google.com/,5/19/2023 11:23,No Action,Policy X,No
5/5/2023 7:17,VOST Europe,Billy Marks,YouTube,https://youtube.com/5708300e-c008-4bcd-9080-6d84ced44d73,Spam,https://www.google.com/,5/12/2023 7:17,Removed,Policy Y,No
5/7/2023 13:37,VOST Europe,Ariel Gill,WhatsApp,https://whatsapp.com/e9046877-cbed-43ce-9c93-fcd8f3164568,Illegal Content,,,,,
5/7/2023 16:56,VOST Europe,Jonathan Griffith,YouTube,https://youtube.com/281a32d0-935d-4118-ba0c-b9dd62c5eb30,Disinformation,https://www.google.com/,5/11/2023 16:56,No Action,Policy Y,Yes
5/8/2023 6:45,VOST Europe,Daniel Hamilton,WhatsApp,https://whatsapp.com/d988db0d-c344-4194-9b21-34100b0b3daa,Spam,https://www.google.com/,5/13/2023 6:45,Removed,Policy Z,No
5/10/2023 11:22,VOST Europe,Cassandra Anderson,WhatsApp,https://whatsapp.com/7805f59b-41a7-4f9a-8486-5467205169ad,DSA,https://www.google.com/,5/22/2023 11:22,Demoted,Policy Y,No
5/13/2023 17:51,VOST Europe,Bonnie Sellers,Google,https://google.com/e4da111b-ac61-4551-a7d7-f4183c9cc02a,Spam,https://www.google.com/,5/20/2023 17:51,Removed,Policy W,No
5/15/2023 2:42,VOST Europe,Paul Lewis,Google,https://google.com/7754d709-0265-492c-8bcc-b763bed68750,Platform Manipulation,https://www.google.com/,5/17/2023 2:42,Demoted,Policy X,No
5/24/2023 0:17,VOST Europe,Juan Green,LinkedIn,https://linkedin.com/21aebe7b-f10c-44a5-aec8-6ebb3ce4276b,Platform Manipulation,https://www.google.com/,5/31/2023 0:17,No Action,Policy W,Yes
5/24/2023 18:59,VOST Europe,Alicia Parks,Bing,https://bing.com/24b1abc9-bb5b-4690-95af-bb1f9b0f60d1,Platform Manipulation,https://www.google.com/,6/15/2023 18:59,Demoted,Policy Y,No
5/28/2023 21:33,VOST Europe,Angelica Madden,Facebook,https://facebook.com/c5d805f7-0aaa-4b98-8a1d-a7fdd6ae76c5,Platform Manipulation,,,,,
6/2/2023 3:34,VOST Europe,Dana Norton,YouTube,https://youtube.com/792b6f44-752b-4dcd-9b95-44eefb77cd06,Platform Manipulation,,,,,
6/3/2023 0:44,VOST Europe,Bruce Adams,LinkedIn,https://linkedin.com/cbd3576b-b1ba-429e-81ea-97f832016164,Disinformation,https://www.google.com/,6/14/2023 0:44,Removed,Policy Z,No
6/8/2023 1:34,VOST Europe,William Young,Facebook,https://facebook.com/709b5044-633c-4e5a-8509-e736fc5d7df3,Disinformation,,,,,
6/12/2023 6:05,VOST Europe,Crystal Anderson,Instagram,https://instagram.com/36383e6b-78da-4e27-bce3-08f9fb297834,Disinformation,https://www.google.com/,6/18/2023 6:05,Demoted,Policy W,No
6/17/2023 19:27,VOST Europe,Teresa Davila,LinkedIn,https://linkedin.com/b30cbd0e-9bc8-4639-b980-ef4beb6fc45a,Spam,,,,,
6/20/2023 18:47,VOST Europe,April Edwards,Instagram,https://instagram.com/15a94f75-f45e-4632-96e8-90fde5e3ac2f,Spam,https://www.google.com/,7/1/2023 18:47,Demoted,Policy W,No
6/26/2023 15:04,VOST Europe,Karen Crane,Instagram,https://instagram.com/861e657d-eefc-45d0-a77a-86d8c575e53d,Disinformation,,,,,
7/3/2023 19:06,VOST Europe,Ryan Ramirez,TikTok,https://tiktok.com/cea48ebb-28a7-40e1-b715-258b7bfdbf0a,Illegal Content,https://www.google.com/,7/13/2023 19:06,Removed,Policy X,No
7/4/2023 8:25,VOST Europe,Tara Ryan,Bing,https://bing.com/4ea40c14-1e39-4ccc-ab2c-aa83fe299279,Disinformation,,,,,
7/6/2023 21:18,VOST Europe,Anthony King,Facebook,https://facebook.com/0a3e0e0b-bc88-4445-ad19-62abf1b7292e,Spam,https://www.google.com/,7/18/2023 21:18,Removed,Policy X,No
